State_Name,District_Name,Crop_Year,Season,Crop,Area,Unit,Value,Domain,Unit,Value,average_rain_fall_mm_per_year,hg/ha_yield,pesticides_tonnes,avg_temp,humidity,ph
Karnataka,DAVANGERE,2012,Summer     ,Rice,41318,hg/ha,5173,Pesticides Use,tonnes of active ingredients,1080,285,120398,312637,18.8,57.88370456,6.652642579
Karnataka,DAVANGERE,2012,Summer     ,Sunflower,3243,hg/ha,5785,Pesticides Use,tonnes of active ingredients,1080,285,120398,312637,25.96,55.18792166,6.026287448
Karnataka,DAVANGERE,2012,Whole Year ,Arecanut,29415,hg/ha,5225,Pesticides Use,tonnes of active ingredients,716,285,120398,312637,24.26,59.68849145,6.074190142
Karnataka,DAVANGERE,2012,Whole Year ,Black pepper,2,hg/ha,5392,Pesticides Use,tonnes of active ingredients,1670,285,120398,312637,25.54,69.94807345,7.045543056
Karnataka,DAVANGERE,2012,Whole Year ,Cashewnut,23,hg/ha,5045,Pesticides Use,tonnes of active ingredients,1670,285,25497,312637,21.86,53.83876189,6.993236001
Karnataka,DAVANGERE,2012,Whole Year ,Coconut ,11829,hg/ha,5276,Pesticides Use,tonnes of active ingredients,1670,285,25497,312637,20.22,63.37479229,6.726528895
Karnataka,DAVANGERE,2012,Whole Year ,Coriander,14,hg/ha,5551,Pesticides Use,tonnes of active ingredients,1670,285,25497,312637,17.88,64.47858698,6.937352845
Karnataka,DAVANGERE,2012,Whole Year ,Garlic,6,hg/ha,5558,Pesticides Use,tonnes of active ingredients,1670,285,25497,312637,17.88,62.67087838,7.27905689
Karnataka,DAVANGERE,2012,Whole Year ,Sugarcane,4362,hg/ha,4831,Pesticides Use,tonnes of active ingredients,1670,285,25497,312637,27.54,67.96910852,7.079850922
Karnataka,DAVANGERE,2012,Whole Year ,Sweet potato,2,hg/ha,6819,Pesticides Use,tonnes of active ingredients,1670,285,25497,312637,20.22,52.31098539,6.136286518
Karnataka,DAVANGERE,2012,Whole Year ,Tobacco,395,hg/ha,6158,Pesticides Use,tonnes of active ingredients,1670,285,25497,312637,26.94,64.57578034,6.505203696
Karnataka,DAVANGERE,2012,Whole Year ,Turmeric,3,hg/ha,6697,Pesticides Use,tonnes of active ingredients,1670,1500,25497,312637,18.8,54.15319242,7.042089492
Karnataka,DAVANGERE,2013,Kharif     ,Arhar/Tur,8145,hg/ha,6887,Pesticides Use,tonnes of active ingredients,1670,1500,25497,312637,25.96,68.4233391,6.348337519
Karnataka,DAVANGERE,2013,Kharif     ,Bajra,653,hg/ha,8897,Pesticides Use,tonnes of active ingredients,1670,1500,25497,312637,24.26,52.26311691,7.432322234
Karnataka,DAVANGERE,2013,Kharif     ,Castor seed,358,hg/ha,7473,Pesticides Use,tonnes of active ingredients,1670,1500,25497,312637,25.54,67.06230539,6.787658922
Karnataka,DAVANGERE,2013,Kharif     ,Cotton(lint),19895,hg/ha,7715,Pesticides Use,tonnes of active ingredients,1670,1500,93753,312637,21.86,68.44030686,6.743417121
Karnataka,DAVANGERE,2013,Kharif     ,Cowpea(Lobia),363,hg/ha,6548,Pesticides Use,tonnes of active ingredients,1670,1500,93753,312637,20.22,68.48030408,7.00733163
Karnataka,DAVANGERE,2013,Kharif     ,Dry chillies,628,hg/ha,7189,Pesticides Use,tonnes of active ingredients,1670,1500,93753,312637,17.88,58.84880599,7.303033217
Karnataka,DAVANGERE,2013,Kharif     ,Groundnut,12447,hg/ha,6266,Pesticides Use,tonnes of active ingredients,1670,1500,93753,312637,17.88,69.71184111,6.861235184
Karnataka,DAVANGERE,2013,Kharif     ,Horse-gram,596,hg/ha,6059,Pesticides Use,tonnes of active ingredients,1670,1500,93753,312637,27.54,50.50148528,7.131435858
Karnataka,DAVANGERE,2013,Kharif     ,Jowar,8675,hg/ha,6438,Pesticides Use,tonnes of active ingredients,1670,1500,93753,312637,20.22,56.46829641,7.288211994
Karnataka,DAVANGERE,2013,Kharif     ,Maize,180515,hg/ha,5352,Pesticides Use,tonnes of active ingredients,1670,1500,93753,312637,26.94,50.66687215,6.983732393
Karnataka,DAVANGERE,2013,Kharif     ,Moong(Green Gram),466,hg/ha,7477,Pesticides Use,tonnes of active ingredients,1670,1500,93753,312637,18.8,58.52534263,6.172090205
Karnataka,DAVANGERE,2013,Kharif     ,Niger seed,127,hg/ha,7436,Pesticides Use,tonnes of active ingredients,1670,1500,93753,312637,25.96,57.56695719,6.35118177
Karnataka,DAVANGERE,2013,Kharif     ,Onion,3327,hg/ha,8034,Pesticides Use,tonnes of active ingredients,5727,1500,93753,312637,24.26,62.0183627,6.908671379
Karnataka,DAVANGERE,2013,Kharif     ,Other Kharif pulses,1737,hg/ha,7702,Pesticides Use,tonnes of active ingredients,6753,1500,93753,312637,25.54,52.97841162,6.766184468
Karnataka,DAVANGERE,2013,Kharif     ,Potato,56,hg/ha,7333,Pesticides Use,tonnes of active ingredients,3303,1500,138613,335742,22.25,65.44340921,6.392791654
Karnataka,DAVANGERE,2013,Kharif     ,Ragi,9151,hg/ha,7718,Pesticides Use,tonnes of active ingredients,1716,1500,138613,335742,20.78,55.196224,6.348316257
Karnataka,DAVANGERE,2013,Kharif     ,Rapeseed &Mustard,49,hg/ha,7307,Pesticides Use,tonnes of active ingredients,1664,1500,138613,335742,18.38,62.88179198,6.123796057
Karnataka,DAVANGERE,2013,Kharif     ,Rice,74223,hg/ha,7818,Pesticides Use,tonnes of active ingredients,2599,1500,138613,335742,18.38,57.04151119,7.428523634
Karnataka,DAVANGERE,2013,Kharif     ,Sesamum,72,hg/ha,7687,Pesticides Use,tonnes of active ingredients,2538,1500,138613,335742,27.39,50.04557009,6.020947179
Karnataka,DAVANGERE,2013,Kharif     ,Small millets,246,hg/ha,7637,Pesticides Use,tonnes of active ingredients,2762,1500,138613,335742,20.78,53.74144743,6.334610249
Karnataka,DAVANGERE,2013,Kharif     ,Sunflower,1187,hg/ha,7778,Pesticides Use,tonnes of active ingredients,2883,1500,138613,335742,27.39,66.4132686,6.78006386
Karnataka,DAVANGERE,2013,Kharif     ,Urad,31,hg/ha,8205,Pesticides Use,tonnes of active ingredients,2918.18,1500,138613,335742,18.84,56.63636248,6.086922359
Karnataka,DAVANGERE,2013,Rabi       ,Cotton(lint),131,hg/ha,7620,Pesticides Use,tonnes of active ingredients,2953.36,1500,138613,335742,26.3,67.22512329,6.362607851
Karnataka,DAVANGERE,2013,Rabi       ,Cowpea(Lobia),446,hg/ha,8061,Pesticides Use,tonnes of active ingredients,2988.54,1500,138613,335742,24.98,52.12739421,6.758792552
Karnataka,DAVANGERE,2013,Rabi       ,Dry chillies,119,hg/ha,8245,Pesticides Use,tonnes of active ingredients,3023.72,1500,138613,335742,26,60.39647474,6.779832611
Karnataka,DAVANGERE,2013,Rabi       ,Gram,1783,hg/ha,8180,Pesticides Use,tonnes of active ingredients,3058.9,1500,37145,335742,22.25,60.76645256,6.485761419
Karnataka,DAVANGERE,2013,Rabi       ,Horse-gram,1047,hg/ha,8796,Pesticides Use,tonnes of active ingredients,3094.08,1500,37145,335742,20.78,58.45742907,6.784460602
Karnataka,DAVANGERE,2013,Rabi       ,Jowar,3068,hg/ha,9053,Pesticides Use,tonnes of active ingredients,3129.26,1500,37145,335742,18.38,53.00366334,7.167092586
Karnataka,DAVANGERE,2013,Rabi       ,Maize,2580,hg/ha,9458,Pesticides Use,tonnes of active ingredients,3164.45,1500,37145,335742,18.38,54.30329632,6.73410539
Karnataka,DAVANGERE,2013,Rabi       ,Moong(Green Gram),34,hg/ha,9400,Pesticides Use,tonnes of active ingredients,3199.63,1500,37145,335742,27.39,64.10651528,6.779984384
Karnataka,DAVANGERE,2013,Rabi       ,Onion,3328,hg/ha,9038,Pesticides Use,tonnes of active ingredients,3234.81,778,37145,335742,20.78,55.83288958,7.277422738
Karnataka,DAVANGERE,2013,Rabi       ,Other  Rabi pulses,250,hg/ha,9371,Pesticides Use,tonnes of active ingredients,3269.99,778,37145,335742,27.39,56.7685316,7.21270048
Karnataka,DAVANGERE,2013,Rabi       ,Ragi,996,hg/ha,9241,Pesticides Use,tonnes of active ingredients,3305.17,778,37145,335742,18.84,65.64381357,7.487266991
Karnataka,DAVANGERE,2013,Rabi       ,Sunflower,1439,hg/ha,8656,Pesticides Use,tonnes of active ingredients,3340.35,778,37145,335742,26.3,66.02411187,7.231166546
Karnataka,DAVANGERE,2013,Rabi       ,Wheat,185,hg/ha,9747,Pesticides Use,tonnes of active ingredients,3375.53,778,37145,335742,24.98,62.1445102,6.559817161
Karnataka,DAVANGERE,2013,Summer     ,Cotton(lint),552,hg/ha,10230,Pesticides Use,tonnes of active ingredients,2550.07,778,37145,335742,26,62.26594559,6.979590627
Karnataka,DAVANGERE,2013,Summer     ,Cowpea(Lobia),418,hg/ha,14994,Pesticides Use,tonnes of active ingredients,2185.07,778,248299,335742,22.25,63.55324262,6.779230041
Karnataka,DAVANGERE,2013,Summer     ,Dry chillies,140,hg/ha,11907,Pesticides Use,tonnes of active ingredients,2185.07,778,248299,335742,20.78,61.03273481,6.217974349
Karnataka,DAVANGERE,2013,Summer     ,Groundnut,2269,hg/ha,13451,Pesticides Use,tonnes of active ingredients,2185.07,778,248299,335742,18.38,54.36976075,7.205078785
Karnataka,DAVANGERE,2013,Summer     ,Jowar,511,hg/ha,13451,Pesticides Use,tonnes of active ingredients,1670,1500,248299,335742,18.38,54.28617819,6.854011265
Karnataka,DAVANGERE,2013,Summer     ,Maize,1261,hg/ha,9875,Pesticides Use,tonnes of active ingredients,1670,1500,248299,335742,27.39,52.24226285,6.246872394
Karnataka,DAVANGERE,2013,Summer     ,Onion,232,hg/ha,9857,Pesticides Use,tonnes of active ingredients,1670,1500,248299,335742,20.78,55.7497332,6.911066044
Karnataka,DAVANGERE,2013,Summer     ,Ragi,470,hg/ha,9830,Pesticides Use,tonnes of active ingredients,5727,1500,248299,335742,27.39,61.26002598,6.777417989
Karnataka,DAVANGERE,2013,Summer     ,Rice,53400,hg/ha,5886,Pesticides Use,tonnes of active ingredients,6753,1500,248299,335742,18.84,55.51673151,6.273741983
Karnataka,DAVANGERE,2013,Summer     ,Sunflower,800,hg/ha,6500,Pesticides Use,tonnes of active ingredients,3303,1500,248299,335742,26.3,50.56339727,6.906124587
Karnataka,DAVANGERE,2013,Whole Year ,Arecanut,26291,hg/ha,7107,Pesticides Use,tonnes of active ingredients,1716,1500,248299,335742,24.98,57.93250202,7.162802357
Karnataka,DAVANGERE,2013,Whole Year ,Black pepper,45,hg/ha,6020,Pesticides Use,tonnes of active ingredients,1664,1500,248299,335742,26,54.41094079,6.955787351
Karnataka,DAVANGERE,2013,Whole Year ,Cashewnut,41,hg/ha,6974,Pesticides Use,tonnes of active ingredients,2599,1500,44049,335742,22.25,61.10935084,6.971963169
Karnataka,DAVANGERE,2013,Whole Year ,Coconut ,11022,hg/ha,6535,Pesticides Use,tonnes of active ingredients,2538,1500,44049,335742,20.78,67.37768353,6.840927967
Karnataka,DAVANGERE,2013,Whole Year ,Coriander,4,hg/ha,5747,Pesticides Use,tonnes of active ingredients,2762,1500,44049,335742,18.38,68.66257977,6.536676653
Karnataka,DAVANGERE,2013,Whole Year ,Dry ginger,4,hg/ha,6581,Pesticides Use,tonnes of active ingredients,2883,1500,44049,335742,18.38,53.57285558,6.089443603
Karnataka,DAVANGERE,2013,Whole Year ,Garlic,14,hg/ha,6667,Pesticides Use,tonnes of active ingredients,2918.18,1500,44049,335742,27.39,52.25738495,7.456460375
Karnataka,DAVANGERE,2013,Whole Year ,Sugarcane,6900,hg/ha,5795,Pesticides Use,tonnes of active ingredients,2953.36,1500,44049,335742,20.78,57.1621814,6.759211911
Karnataka,DAVANGERE,2013,Whole Year ,Tobacco,393,hg/ha,6805,Pesticides Use,tonnes of active ingredients,2988.54,1500,44049,335742,27.39,58.50650238,7.460174812
Karnataka,DAVANGERE,2014,Kharif     ,Arhar/Tur,4403,hg/ha,6370,Pesticides Use,tonnes of active ingredients,3023.72,1500,44049,335742,18.84,57.88370456,6.652642579
Karnataka,DAVANGERE,2014,Kharif     ,Bajra,624,hg/ha,6918,Pesticides Use,tonnes of active ingredients,3058.9,1500,44049,335742,26.3,55.18792166,6.026287448
Karnataka,DAVANGERE,2014,Kharif     ,Castor seed,202,hg/ha,7109,Pesticides Use,tonnes of active ingredients,3094.08,1500,44049,335742,24.98,59.68849145,6.074190142
Karnataka,DAVANGERE,2014,Kharif     ,Cotton(lint),20325,hg/ha,8181,Pesticides Use,tonnes of active ingredients,3129.26,1500,44049,335742,26,69.94807345,7.045543056
Karnataka,DAVANGERE,2014,Kharif     ,Cowpea(Lobia),316,hg/ha,8358,Pesticides Use,tonnes of active ingredients,3164.45,1500,23378,335742,22.25,53.83876189,6.993236001
Karnataka,DAVANGERE,2014,Kharif     ,Dry chillies,1041,hg/ha,7816,Pesticides Use,tonnes of active ingredients,3199.63,1500,23378,335742,20.78,63.37479229,6.726528895
Karnataka,DAVANGERE,2014,Kharif     ,Groundnut,14093,hg/ha,7198,Pesticides Use,tonnes of active ingredients,3234.81,778,23378,335742,18.38,64.47858698,6.937352845
Karnataka,DAVANGERE,2014,Kharif     ,Horse-gram,425,hg/ha,9796,Pesticides Use,tonnes of active ingredients,3269.99,778,23378,335742,18.38,62.67087838,7.27905689
Karnataka,DAVANGERE,2014,Kharif     ,Jowar,6977,hg/ha,5430,Pesticides Use,tonnes of active ingredients,3305.17,778,23378,335742,27.39,67.96910852,7.079850922
Karnataka,DAVANGERE,2014,Kharif     ,Maize,179496,hg/ha,8048,Pesticides Use,tonnes of active ingredients,3340.35,778,23378,335742,20.78,52.31098539,6.136286518
Karnataka,DAVANGERE,2014,Kharif     ,Moong(Green Gram),246,hg/ha,2824,Pesticides Use,tonnes of active ingredients,3375.53,778,23378,335742,27.39,64.57578034,6.505203696
Karnataka,DAVANGERE,2014,Kharif     ,Niger seed,182,hg/ha,5424,Pesticides Use,tonnes of active ingredients,2550.07,778,23378,335742,18.84,54.15319242,7.042089492
Karnataka,DAVANGERE,2014,Kharif     ,Onion,6139,hg/ha,8765,Pesticides Use,tonnes of active ingredients,2185.07,778,23378,335742,26.3,68.4233391,6.348337519
Karnataka,DAVANGERE,2014,Kharif     ,Other Kharif pulses,927,hg/ha,8941,Pesticides Use,tonnes of active ingredients,2185.07,778,23378,335742,24.98,52.26311691,7.432322234
Karnataka,DAVANGERE,2014,Kharif     ,Potato,24,hg/ha,8880,Pesticides Use,tonnes of active ingredients,2185.07,778,23378,335742,26,67.06230539,6.787658922
Karnataka,DAVANGERE,2014,Kharif     ,Ragi,8729,hg/ha,8996,Pesticides Use,tonnes of active ingredients,1670,1500,26365,335742,22.25,68.44030686,6.743417121
Karnataka,DAVANGERE,2014,Kharif     ,Rapeseed &Mustard,49,hg/ha,8938,Pesticides Use,tonnes of active ingredients,1670,1500,26365,335742,20.78,68.48030408,7.00733163
Karnataka,DAVANGERE,2014,Kharif     ,Rice,75259,hg/ha,8938,Pesticides Use,tonnes of active ingredients,1670,1500,26365,335742,18.38,58.84880599,7.303033217
Karnataka,DAVANGERE,2014,Kharif     ,Sesamum,38,hg/ha,10200,Pesticides Use,tonnes of active ingredients,5727,1500,26365,335742,18.38,69.71184111,6.861235184
Karnataka,DAVANGERE,2014,Kharif     ,Small millets,1204,hg/ha,9196,Pesticides Use,tonnes of active ingredients,6753,1500,26365,335742,27.39,50.50148528,7.131435858
Karnataka,DAVANGERE,2014,Kharif     ,Sunflower,1204,hg/ha,10244,Pesticides Use,tonnes of active ingredients,3303,1500,26365,335742,20.78,56.46829641,7.288211994
Karnataka,DAVANGERE,2014,Kharif     ,Urad,49,hg/ha,39490,Pesticides Use,tonnes of active ingredients,1716,1500,26365,335742,27.39,50.66687215,6.983732393
Karnataka,DAVANGERE,2014,Rabi       ,Cotton(lint),259,hg/ha,34965,Pesticides Use,tonnes of active ingredients,1664,1500,26365,335742,18.84,58.52534263,6.172090205
Karnataka,DAVANGERE,2014,Rabi       ,Cowpea(Lobia),461,hg/ha,24017,Pesticides Use,tonnes of active ingredients,2599,1500,26365,335742,26.3,57.56695719,6.35118177
Karnataka,DAVANGERE,2014,Rabi       ,Dry chillies,305,hg/ha,43624,Pesticides Use,tonnes of active ingredients,2538,1500,26365,335742,24.98,62.0183627,6.908671379
Karnataka,DAVANGERE,2014,Rabi       ,Gram,2652,hg/ha,34545,Pesticides Use,tonnes of active ingredients,2762,1500,26365,335742,26,52.97841162,6.766184468
Karnataka,DAVANGERE,2014,Rabi       ,Horse-gram,857,hg/ha,35522,Pesticides Use,tonnes of active ingredients,2883,1500,113035,335742,22.25,65.44340921,6.392791654
Karnataka,DAVANGERE,2014,Rabi       ,Jowar,3637,hg/ha,34583,Pesticides Use,tonnes of active ingredients,2918.18,1500,113035,335742,20.78,55.196224,6.348316257
Karnataka,DAVANGERE,2014,Rabi       ,Maize,1780,hg/ha,36707,Pesticides Use,tonnes of active ingredients,2953.36,1500,113035,335742,18.38,62.88179198,6.123796057
Karnataka,DAVANGERE,2014,Rabi       ,Moong(Green Gram),100,hg/ha,38982,Pesticides Use,tonnes of active ingredients,2988.54,1500,113035,335742,18.38,57.04151119,7.428523634
Karnataka,DAVANGERE,2014,Rabi       ,Onion,639,hg/ha,41392,Pesticides Use,tonnes of active ingredients,3023.72,1500,113035,335742,27.39,50.04557009,6.020947179
Karnataka,DAVANGERE,2014,Rabi       ,Other  Rabi pulses,130,hg/ha,35488,Pesticides Use,tonnes of active ingredients,3058.9,1500,113035,335742,20.78,53.74144743,6.334610249
Karnataka,DAVANGERE,2014,Rabi       ,Ragi,2500,hg/ha,34152,Pesticides Use,tonnes of active ingredients,3094.08,1500,113035,335742,27.39,66.4132686,6.78006386
Karnataka,DAVANGERE,2014,Rabi       ,Safflower,1,hg/ha,40674,Pesticides Use,tonnes of active ingredients,3129.26,1500,113035,335742,18.84,56.63636248,6.086922359
Karnataka,DAVANGERE,2014,Rabi       ,Sunflower,2137,hg/ha,40242,Pesticides Use,tonnes of active ingredients,3164.45,1500,113035,335742,26.3,67.22512329,6.362607851
Karnataka,DAVANGERE,2014,Rabi       ,Urad,11,hg/ha,40000,Pesticides Use,tonnes of active ingredients,3199.63,1500,113035,335742,24.98,52.12739421,6.758792552
Karnataka,DAVANGERE,2014,Rabi       ,Wheat,374,hg/ha,40000,Pesticides Use,tonnes of active ingredients,3234.81,778,113035,335742,26,60.39647474,6.779832611
Karnataka,DAVANGERE,2014,Summer     ,Cotton(lint),130,hg/ha,40000,Pesticides Use,tonnes of active ingredients,3269.99,778,20802,335742,22.25,64.72543073,7.234258375
Karnataka,DAVANGERE,2014,Summer     ,Cowpea(Lobia),565,hg/ha,40000,Pesticides Use,tonnes of active ingredients,3305.17,778,20802,335742,20.78,51.59100753,6.691541233
Karnataka,DAVANGERE,2014,Summer     ,Dry chillies,142,hg/ha,40000,Pesticides Use,tonnes of active ingredients,3340.35,778,20802,335742,18.38,67.09608099,6.809593554
Karnataka,DAVANGERE,2014,Summer     ,Groundnut,3215,hg/ha,31026,Pesticides Use,tonnes of active ingredients,3375.53,778,20802,335742,18.38,60.76645256,6.485761419
Karnataka,DAVANGERE,2014,Summer     ,Jowar,592,hg/ha,45915,Pesticides Use,tonnes of active ingredients,2550.07,778,20802,335742,27.39,58.45742907,6.784460602
Karnataka,DAVANGERE,2014,Summer     ,Maize,835,hg/ha,48909,Pesticides Use,tonnes of active ingredients,2185.07,778,20802,335742,20.78,53.00366334,7.167092586
Karnataka,DAVANGERE,2014,Summer     ,Onion,16,hg/ha,48094,Pesticides Use,tonnes of active ingredients,2185.07,778,20802,335742,27.39,54.30329632,6.73410539
Karnataka,DAVANGERE,2014,Summer     ,Ragi,824,hg/ha,47801,Pesticides Use,tonnes of active ingredients,2185.07,778,20802,335742,18.84,64.10651528,6.779984384
Karnataka,DAVANGERE,2014,Summer     ,Rice,61421,hg/ha,47669,Pesticides Use,tonnes of active ingredients,1670,1500,20802,335742,26.3,55.83288958,7.277422738
Karnataka,DAVANGERE,2014,Summer     ,Sunflower,1440,hg/ha,52507,Pesticides Use,tonnes of active ingredients,1670,1500,20802,335742,24.98,56.7685316,7.21270048
Karnataka,DAVANGERE,2014,Whole Year ,Arecanut,32316,hg/ha,44125,Pesticides Use,tonnes of active ingredients,1670,1500,20802,335742,26,65.64381357,7.487266991
Karnataka,DAVANGERE,2014,Whole Year ,Black pepper,25,hg/ha,51696,Pesticides Use,tonnes of active ingredients,5727,1500,94599,335742,22.25,66.02411187,7.231166546
Karnataka,DAVANGERE,2014,Whole Year ,Cashewnut,35,hg/ha,51840,Pesticides Use,tonnes of active ingredients,6753,1500,94599,335742,20.78,62.1445102,6.559817161
Karnataka,DAVANGERE,2014,Whole Year ,Coconut ,11863,hg/ha,49462,Pesticides Use,tonnes of active ingredients,3303,1500,94599,335742,18.38,62.26594559,6.979590627
Karnataka,DAVANGERE,2014,Whole Year ,Coriander,15,hg/ha,51366,Pesticides Use,tonnes of active ingredients,1716,1500,94599,335742,18.38,63.55324262,6.779230041
Karnataka,DAVANGERE,2014,Whole Year ,Dry ginger,6,hg/ha,46940,Pesticides Use,tonnes of active ingredients,1664,1500,94599,335742,27.39,61.03273481,6.217974349
Karnataka,DAVANGERE,2014,Whole Year ,Garlic,2,hg/ha,55894,Pesticides Use,tonnes of active ingredients,2599,1500,94599,335742,20.78,54.36976075,7.205078785
Karnataka,DAVANGERE,2014,Whole Year ,Sugarcane,9523,hg/ha,53125,Pesticides Use,tonnes of active ingredients,2538,1500,94599,335742,27.39,54.28617819,6.854011265
Karnataka,DAVANGERE,2014,Whole Year ,Tobacco,378,hg/ha,51001,Pesticides Use,tonnes of active ingredients,2762,1500,94599,335742,18.84,52.24226285,6.246872394
Karnataka,DHARWAD,1997,Kharif     ,Arhar/Tur,13160,hg/ha,54574,Pesticides Use,tonnes of active ingredients,2883,1500,94599,335742,26.3,55.7497332,6.911066044
Karnataka,DHARWAD,1997,Kharif     ,Bajra,1581,hg/ha,54109,Pesticides Use,tonnes of active ingredients,2918.18,1500,94599,335742,24.98,61.26002598,6.777417989
Karnataka,DHARWAD,1997,Kharif     ,Dry chillies,130292,hg/ha,49502,Pesticides Use,tonnes of active ingredients,2953.36,1500,94599,335742,26,55.51673151,6.273741983
Karnataka,DHARWAD,1997,Kharif     ,Dry ginger,12,hg/ha,63249,Pesticides Use,tonnes of active ingredients,2988.54,1500,139499,342580,22.12,50.56339727,6.906124587
Karnataka,DHARWAD,1997,Kharif     ,Groundnut,116222,hg/ha,52583,Pesticides Use,tonnes of active ingredients,3023.72,1500,139499,342580,20.72,57.93250202,7.162802357
Karnataka,DHARWAD,1997,Kharif     ,Horse-gram,5848,hg/ha,53188,Pesticides Use,tonnes of active ingredients,3058.9,1500,139499,342580,18.18,54.41094079,6.955787351
Karnataka,DHARWAD,1997,Kharif     ,Jowar,62307,hg/ha,63857,Pesticides Use,tonnes of active ingredients,3094.08,1500,139499,342580,18.18,61.10935084,6.971963169
Karnataka,DHARWAD,1997,Kharif     ,Maize,109236,hg/ha,48558,Pesticides Use,tonnes of active ingredients,3129.26,1500,139499,342580,28.18,67.37768353,6.840927967
Karnataka,DHARWAD,1997,Kharif     ,Paddy,89655,hg/ha,44790,Pesticides Use,tonnes of active ingredients,3164.45,1500,139499,342580,20.72,68.66257977,6.536676653
Karnataka,DHARWAD,1997,Kharif     ,Ragi,5389,hg/ha,49903,Pesticides Use,tonnes of active ingredients,3199.63,1500,139499,342580,27.56,53.57285558,6.089443603
Karnataka,DHARWAD,1997,Kharif     ,Rice,89655,hg/ha,44697,Pesticides Use,tonnes of active ingredients,3234.81,778,139499,342580,19.01,52.25738495,7.456460375
Karnataka,DHARWAD,1997,Rabi       ,Dry chillies,695,hg/ha,20559,Pesticides Use,tonnes of active ingredients,3269.99,778,139499,342580,26.3,57.1621814,6.759211911
Karnataka,DHARWAD,1997,Rabi       ,Groundnut,17497,hg/ha,45053,Pesticides Use,tonnes of active ingredients,3305.17,778,139499,342580,24.95,58.50650238,7.460174812
Karnataka,DHARWAD,1997,Rabi       ,Horse-gram,13975,hg/ha,55527,Pesticides Use,tonnes of active ingredients,3340.35,778,139499,342580,25.78,57.88370456,6.652642579
Karnataka,DHARWAD,1997,Rabi       ,Jowar,171442,hg/ha,41975,Pesticides Use,tonnes of active ingredients,3375.53,778,43667,342580,22.12,55.18792166,6.026287448
Karnataka,DHARWAD,1997,Rabi       ,Maize,1789,hg/ha,60460,Pesticides Use,tonnes of active ingredients,2550.07,778,43667,342580,20.72,59.68849145,6.074190142
Karnataka,DHARWAD,1997,Rabi       ,Paddy,19,hg/ha,51224,Pesticides Use,tonnes of active ingredients,2185.07,778,43667,342580,18.18,69.94807345,7.045543056
Karnataka,DHARWAD,1997,Rabi       ,Rice,19,hg/ha,51224,Pesticides Use,tonnes of active ingredients,2185.07,778,43667,342580,18.18,53.83876189,6.993236001
Karnataka,DHARWAD,1997,Rabi       ,Wheat,86170,hg/ha,59874,Pesticides Use,tonnes of active ingredients,2185.07,778,43667,342580,28.18,63.37479229,6.726528895
Karnataka,DHARWAD,1997,Summer     ,Jowar,7,hg/ha,55316,Pesticides Use,tonnes of active ingredients,1670,1500,43667,342580,20.72,64.47858698,6.937352845
Karnataka,DHARWAD,1997,Summer     ,Maize,143,hg/ha,58805,Pesticides Use,tonnes of active ingredients,1670,1500,43667,342580,27.56,62.67087838,7.27905689
Karnataka,DHARWAD,1997,Summer     ,Paddy,2464,hg/ha,88833,Pesticides Use,tonnes of active ingredients,1670,1500,43667,342580,19.01,67.96910852,7.079850922
Karnataka,DHARWAD,1997,Summer     ,Rice,2464,hg/ha,84826,Pesticides Use,tonnes of active ingredients,5727,1500,43667,342580,26.3,52.31098539,6.136286518
Karnataka,DHARWAD,1997,Whole Year ,Arecanut,219,hg/ha,87630,Pesticides Use,tonnes of active ingredients,6753,1500,43667,342580,24.95,64.57578034,6.505203696
Karnataka,DHARWAD,1997,Whole Year ,Coriander,1796,hg/ha,94123,Pesticides Use,tonnes of active ingredients,3303,1500,43667,342580,25.78,54.15319242,7.042089492
Karnataka,DHARWAD,1997,Whole Year ,Garlic,3874,hg/ha,89618,Pesticides Use,tonnes of active ingredients,1716,1500,258859,342580,22.12,68.4233391,6.348337519
Karnataka,DHARWAD,1997,Whole Year ,Sugarcane,7762,hg/ha,84633,Pesticides Use,tonnes of active ingredients,1664,1500,258859,342580,20.72,52.26311691,7.432322234
Karnataka,DHARWAD,1998,Kharif     ,Arhar/Tur,2473,hg/ha,96859,Pesticides Use,tonnes of active ingredients,2599,1500,258859,342580,18.18,67.06230539,6.787658922
Karnataka,DHARWAD,1998,Kharif     ,Castor seed,6,hg/ha,102231,Pesticides Use,tonnes of active ingredients,2538,1500,258859,342580,18.18,68.44030686,6.743417121
Karnataka,DHARWAD,1998,Kharif     ,Cotton(lint),86875,hg/ha,94383,Pesticides Use,tonnes of active ingredients,2762,1500,258859,342580,28.18,68.48030408,7.00733163
Karnataka,DHARWAD,1998,Kharif     ,Groundnut,38406,hg/ha,85679,Pesticides Use,tonnes of active ingredients,2883,1500,258859,342580,20.72,58.84880599,7.303033217
Karnataka,DHARWAD,1998,Kharif     ,Horse-gram,2384,hg/ha,106591,Pesticides Use,tonnes of active ingredients,2918.18,1500,258859,342580,27.56,69.71184111,6.861235184
Karnataka,DHARWAD,1998,Kharif     ,Jowar,14283,hg/ha,102567,Pesticides Use,tonnes of active ingredients,2953.36,1500,258859,342580,19.01,50.50148528,7.131435858
Karnataka,DHARWAD,1998,Kharif     ,Maize,18467,hg/ha,114017,Pesticides Use,tonnes of active ingredients,2988.54,1500,258859,342580,26.3,56.46829641,7.288211994
